time,audio_energy_rms,audio_is_speaking,silence_duration_ms,speaker_id,text_is_active,text_word
0.000000,0.073082,1,0,,1,言
0.100000,0.080996,1,0,,1,言
0.200000,0.059140,1,0,,1,う
0.300000,0.054227,1,0,,1,て
0.400000,0.070838,1,0,,1,も
0.500000,0.080866,1,0,,1,も
0.600000,0.096643,1,0,,1,まあ
0.700000,0.106610,1,0,,1,まあ
0.800000,0.030089,1,0,,1,ね
0.900000,0.054025,1,0,,1,ね
1.000000,0.023571,1,0,,0,
1.100000,0.004268,0,100,,0,
1.200000,0.054445,1,0,,0,
1.300000,0.058033,1,0,,0,
1.400000,0.067645,1,0,,0,
1.500000,0.047185,1,0,,0,
1.600000,0.082705,1,0,,0,
1.700000,0.060710,1,0,,0,
1.800000,0.086762,1,0,,0,
1.900000,0.113100,1,0,,0,
2.000000,0.061581,1,0,,0,
2.100000,0.036480,1,0,,0,
2.200000,0.075500,1,0,,0,
2.300000,0.072538,1,0,,0,
2.400000,0.021508,1,0,,0,
2.500000,0.019925,1,0,,0,
2.600000,0.004975,0,100,,0,
2.700000,0.005011,0,200,,1,お
2.800000,0.005137,0,300,,1,お
2.900000,0.030807,1,0,,1,お
3.000000,0.069489,1,0,,1,世
3.100000,0.066209,1,0,,1,世
3.200000,0.127897,1,0,,1,話
3.300000,0.055559,1,0,,1,にな
3.400000,0.075994,1,0,,1,にな
3.500000,0.013203,1,0,,1,って
3.600000,0.060174,1,0,,1,って
3.700000,0.069374,1,0,,1,ます
3.800000,0.017398,1,0,,1,ます
3.900000,0.087271,1,0,,1,から
4.000000,0.068167,1,0,,1,から
4.100000,0.023283,1,0,,1,ね
4.200000,0.042649,1,0,,1,言
4.300000,0.024947,1,0,,1,って
4.400000,0.002569,0,100,,1,って
4.500000,0.067291,1,0,,1,も
4.600000,0.037361,1,0,,1,も
4.700000,0.027093,1,0,,1,も
4.800000,0.000347,0,100,,1,も
4.900000,0.002946,0,200,,0,
5.000000,0.000434,0,300,,0,
5.100000,0.003138,0,400,,0,
5.200000,0.003961,0,500,,0,
5.300000,0.006197,0,600,,0,
5.400000,0.017240,1,0,,0,
5.500000,0.033342,1,0,,1,いや
5.600000,0.059341,1,0,,1,いや
5.700000,0.073445,1,0,,1,いや
5.800000,0.079430,1,0,,1,いや
5.900000,0.072390,1,0,,1,ー
6.000000,0.097479,1,0,,1,ー
6.100000,0.056606,1,0,,1,ー
6.200000,0.064812,1,0,,1,だから
6.300000,0.067093,1,0,,1,だから
6.400000,0.055925,1,0,,1,だから
6.500000,0.099158,1,0,,1,だから
6.600000,0.039349,1,0,,1,送
