time,audio_energy_rms,audio_is_speaking,silence_duration_ms,speaker_id,text_is_active,text_word
0.000000,0.013317,1,0,,1,う
0.100000,0.033454,1,0,,1,う
0.200000,0.072970,1,0,,1,う
0.300000,0.058217,1,0,,1,う
0.400000,0.014766,1,0,,1,う
0.500000,0.075688,1,0,,1,う
0.600000,0.131693,1,0,,1,ーん
0.700000,0.132004,1,0,,1,ーん
0.800000,0.073808,1,0,,1,ーん
0.900000,0.023451,1,0,,1,ーん
1.000000,0.014580,1,0,,1,ーん
1.100000,0.019689,1,0,,1,ーん
1.200000,0.005210,0,100,,0,
1.300000,0.039989,1,0,,0,
1.400000,0.005762,0,100,,1,落
1.500000,0.004493,0,200,,1,落
1.600000,0.093808,1,0,,1,落
1.700000,0.011851,1,0,,1,落
1.800000,0.035992,1,0,,1,落
1.900000,0.006705,0,100,,1,落
2.000000,0.002630,0,200,,1,落
2.100000,0.002520,0,300,,1,落
2.200000,0.004542,0,400,,1,落
2.300000,0.002741,0,500,,1,落
2.400000,0.003621,0,600,,1,落
2.500000,0.037029,1,0,,1,落
2.600000,0.003772,0,100,,1,落
2.700000,0.003018,0,200,,1,落
2.800000,0.005545,0,300,,1,落
2.900000,0.004316,0,400,,1,落
3.000000,0.056238,1,0,,1,落
3.100000,0.010565,1,0,,1,ち
3.200000,0.024881,1,0,,1,ち
3.300000,0.045558,1,0,,1,か
3.400000,0.032095,1,0,,1,け
3.500000,0.034254,1,0,,1,た
3.600000,0.057387,1,0,,1,た
3.700000,0.049671,1,0,,0,
3.800000,0.034954,1,0,,0,
3.900000,0.004803,0,100,,0,
4.000000,0.003259,0,200,,0,
4.100000,0.002874,0,300,,0,
4.200000,0.003310,0,400,,0,
4.300000,0.003096,0,500,,0,
4.400000,0.005427,0,600,,0,
4.500000,0.012777,1,0,,0,
4.600000,0.017391,1,0,,0,
4.700000,0.014444,1,0,,0,
4.800000,0.037562,1,0,,0,
4.900000,0.045602,1,0,,0,
5.000000,0.041713,1,0,,0,
5.100000,0.037550,1,0,,0,
5.200000,0.022264,1,0,,0,
5.300000,0.016009,1,0,,0,
5.400000,0.015203,1,0,,1,中
5.500000,0.018665,1,0,,1,中
5.600000,0.063698,1,0,,1,中
5.700000,0.055346,1,0,,1,の
5.800000,0.063424,1,0,,1,の
5.900000,0.029650,1,0,,1,っちゃ
6.000000,0.067360,1,0,,1,っちゃ
6.100000,0.019596,1,0,,1,った
6.200000,0.082308,1,0,,1,った
6.300000,0.121684,1,0,,1,った
6.400000,0.005990,0,100,,1,った
6.500000,0.003286,0,200,,1,あの
6.600000,0.003444,0,300,,1,あの
6.700000,0.004120,0,400,,1,あの
6.800000,0.019893,1,0,,1,あの
6.900000,0.029928,1,0,,1,あの
7.000000,0.038879,1,0,,1,あの
7.100000,0.036365,1,0,,1,あの
7.200000,0.032341,1,0,,1,ジ
7.300000,0.028922,1,0,,1,ジ
7.400000,0.036852,1,0,,1,ジ
7.500000,0.047032,1,0,,1,ジ
7.600000,0.037534,1,0,,1,ット
7.700000,0.032772,1,0,,1,コ
7.800000,0.044487,1,0,,1,ス
7.900000,0.045549,1,0,,1,ター
8.000000,0.053101,1,0,,1,に
8.100000,0.024407,1,0,,1,に
8.200000,0.011840,1,0,,1,に
8.300000,0.014440,1,0,,1,に
8.400000,0.004904,0,100,,1,に
8.500000,0.004568,0,200,,0,
8.600000,0.003935,0,300,,0,
8.700000,0.003444,0,400,,0,
8.800000,0.013258,1,0,,0,
8.900000,0.023496,1,0,,0,
9.000000,0.016156,1,0,,0,
9.100000,0.014052,1,0,,0,
9.200000,0.011014,1,0,,0,
9.300000,0.005242,0,100,,0,
9.400000,0.004961,0,200,,0,
9.500000,0.003976,0,300,,0,
9.600000,0.004282,0,400,,0,
9.700000,0.008979,0,500,,0,
9.800000,0.009325,0,600,,0,
9.900000,0.015142,1,0,,0,
10.000000,0.009524,0,100,,0,
10.100000,0.005719,0,200,,0,
10.200000,0.006614,0,300,,0,
10.300000,0.006119,0,400,,0,
10.400000,0.006467,0,500,,0,
10.500000,0.004033,0,600,,0,
