time,audio_energy_rms,audio_is_speaking,silence_duration_ms,speaker_id,text_is_active,text_word
0.000000,0.000000,0,100,,0,
0.100000,0.000000,0,200,,0,
0.200000,0.000000,0,300,,0,
0.300000,0.000000,0,400,,0,
0.400000,0.000000,0,500,,0,
0.500000,0.000000,0,600,,0,
0.600000,0.000000,0,700,,0,
0.700000,0.000000,0,800,,0,
0.800000,0.000000,0,900,,1,イ
0.900000,0.000000,0,1000,,1,イ
1.000000,0.048332,1,0,,1,イ
1.100000,0.107322,1,0,,1,イ
1.200000,0.050794,1,0,,1,ス
1.300000,0.017857,1,0,,1,ペ
1.400000,0.211960,1,0,,1,ペ
1.500000,0.067160,1,0,,1,ク
1.600000,0.052021,1,0,,1,ト
1.700000,0.120365,1,0,,1,して
1.800000,0.058977,1,0,,1,して
1.900000,0.030258,1,0,,1,して
2.000000,0.121531,1,0,,1,る
2.100000,0.040253,1,0,,1,る
2.200000,0.095963,1,0,,1,の?
2.300000,0.015592,1,0,,0,
2.400000,0.098153,1,0,,1,これは
2.500000,0.097302,1,0,,1,これは
2.600000,0.107947,1,0,,1,友
2.700000,0.041954,1,0,,1,友
2.800000,0.069301,1,0,,1,友
2.900000,0.056420,1,0,,1,達
3.000000,0.149259,1,0,,1,達
3.100000,0.045838,1,0,,1,達
3.200000,0.069497,1,0,,1,じゃ
3.300000,0.096946,1,0,,1,なく
3.400000,0.024429,1,0,,1,て
3.500000,0.016635,1,0,,1,て
3.600000,0.023572,1,0,,1,て
3.700000,0.014013,1,0,,1,て
3.800000,0.011888,1,0,,1,て
3.900000,0.011007,1,0,,1,て
4.000000,0.006515,0,100,,0,
4.100000,0.005244,0,200,,0,
4.200000,0.008063,0,300,,0,
4.300000,0.005887,0,400,,0,
4.400000,0.000290,0,500,,0,
4.500000,0.001032,0,600,,0,
4.600000,0.010507,1,0,,0,
4.700000,0.009408,0,100,,0,
4.800000,0.008744,0,200,,0,
4.900000,0.010975,1,0,,0,
5.000000,0.017999,1,0,,0,
5.100000,0.011633,1,0,,0,
5.200000,0.000239,0,100,,1,これ
5.300000,0.025627,1,0,,1,これ
5.400000,0.105979,1,0,,1,これ
5.500000,0.067527,1,0,,1,む
5.600000,0.080032,1,0,,1,む
5.700000,0.025558,1,0,,1,ず
5.800000,0.123231,1,0,,1,かった
5.900000,0.075580,1,0,,1,かった
6.000000,0.113721,1,0,,1,かった
6.100000,0.018256,1,0,,1,よ
6.200000,0.055372,1,0,,1,よ
6.300000,0.138032,1,0,,1,よ
6.400000,0.074697,1,0,,1,よ
6.500000,0.085763,1,0,,1,よ
6.600000,0.071571,1,0,,1,よ
