time,audio_energy_rms,audio_is_speaking,silence_duration_ms,speaker_id,text_is_active,text_word
0.000000,0.058008,1,0,,1,ね
0.100000,0.098875,1,0,,1,ね
0.200000,0.096716,1,0,,1,ー
0.300000,0.031777,1,0,,1,ー
0.400000,0.097931,1,0,,1,よ
0.500000,0.074284,1,0,,1,よ
0.600000,0.084623,1,0,,1,よ
0.700000,0.094130,1,0,,0,
0.800000,0.093231,1,0,,0,
0.900000,0.148653,1,0,,0,
1.000000,0.024319,1,0,,0,
1.100000,0.068770,1,0,,1,タ
1.200000,0.069065,1,0,,1,タ
1.300000,0.066057,1,0,,1,タ
1.400000,0.072974,1,0,,1,タ
1.500000,0.067486,1,0,,1,タ
1.600000,0.081335,1,0,,1,タ
1.700000,0.082678,1,0,,1,タ
1.800000,0.152766,1,0,,1,タ
1.900000,0.061071,1,0,,1,タ
2.000000,0.021678,1,0,,1,タ
2.100000,0.038206,1,0,,1,タ
2.200000,0.039349,1,0,,1,ナ
2.300000,0.099195,1,0,,1,ナ
2.400000,0.048250,1,0,,1,に
2.500000,0.027493,1,0,,1,に
2.600000,0.031505,1,0,,1,に
2.700000,0.038975,1,0,,1,ね
2.800000,0.169675,1,0,,1,ね
2.900000,0.136156,1,0,,1,ー
3.000000,0.118650,1,0,,1,ー
3.100000,0.056524,1,0,,1,ー
3.200000,0.069102,1,0,,1,なら
3.300000,0.099699,1,0,,1,なら
3.400000,0.106407,1,0,,1,なら
3.500000,0.117564,1,0,,1,ね
3.600000,0.043713,1,0,,1,ね
3.700000,0.126641,1,0,,1,ね
3.800000,0.130801,1,0,,1,ね
3.900000,0.118647,1,0,,1,ー
4.000000,0.108475,1,0,,1,ー
4.100000,0.045335,1,0,,1,ー
4.200000,0.095773,1,0,,1,よ
4.300000,0.051023,1,0,,1,よ
4.400000,0.047533,1,0,,1,よ
4.500000,0.089733,1,0,,1,タ
4.600000,0.083774,1,0,,1,タ
4.700000,0.159100,1,0,,1,タ
4.800000,0.088462,1,0,,1,タ
4.900000,0.109701,1,0,,1,ナ
5.000000,0.106702,1,0,,1,ナ
5.100000,0.110707,1,0,,1,ナ
5.200000,0.082751,1,0,,1,に
5.300000,0.078604,1,0,,1,に
5.400000,0.087072,1,0,,1,ね
5.500000,0.102579,1,0,,1,ー
5.600000,0.128827,1,0,,1,ー
5.700000,0.070834,1,0,,1,ー
5.800000,0.149575,1,0,,1,なら
5.900000,0.091922,1,0,,1,なら
6.000000,0.100134,1,0,,1,ね
6.100000,0.094710,1,0,,1,ね
6.200000,0.140786,1,0,,1,ね
6.300000,0.043506,1,0,,1,シ
6.400000,0.140263,1,0,,1,シ
6.500000,0.012454,1,0,,1,シ
6.600000,0.109293,1,0,,1,シ
6.700000,0.105367,1,0,,1,シ
6.800000,0.122634,1,0,,1,んだ
6.900000,0.095386,1,0,,1,んだ
