time,audio_energy_rms,audio_is_speaking,silence_duration_ms,speaker_id,text_is_active,text_word
0.000000,0.002747,0,100,,1,ん
0.100000,0.005455,0,200,,1,ん
0.200000,0.004030,0,300,,0,
0.300000,0.000993,0,400,,0,
0.400000,0.001693,0,500,,0,
0.500000,0.001722,0,600,,1,引
0.600000,0.002961,0,700,,1,引
0.700000,0.004841,0,800,,1,引
0.800000,0.002487,0,900,,1,引
0.900000,0.006082,0,1000,,1,引
1.000000,0.005731,0,1100,,1,引
1.100000,0.007195,0,1200,,1,引
1.200000,0.010613,1,0,,1,っ
1.300000,0.006299,0,100,,1,っ
1.400000,0.020788,1,0,,1,ら
1.500000,0.009100,0,100,,1,れ
1.600000,0.013169,1,0,,1,れ
1.700000,0.016018,1,0,,1,す
1.800000,0.007062,0,100,,1,ぎ
1.900000,0.006270,0,200,,1,だ
2.000000,0.002130,0,300,,1,ら
2.100000,0.000410,0,400,,1,ク
2.200000,0.000228,0,500,,1,ク
2.300000,0.002229,0,600,,1,ク
2.400000,0.011074,1,0,,1,ク
2.500000,0.011784,1,0,,1,ク
2.600000,0.010756,1,0,,1,ク
2.700000,0.026387,1,0,,1,リ
2.800000,0.026633,1,0,,1,リ
2.900000,0.038600,1,0,,1,ーパ
3.000000,0.021546,1,0,,1,ー
3.100000,0.009916,0,100,,1,2
3.200000,0.012135,1,0,,1,2
3.300000,0.021591,1,0,,1,体
3.400000,0.018277,1,0,,1,の
3.500000,0.015343,1,0,,1,の
3.600000,0.014495,1,0,,1,の
3.700000,0.015930,1,0,,1,声
3.800000,0.018166,1,0,,1,声
3.900000,0.016063,1,0,,0,
4.000000,0.015625,1,0,,0,
4.100000,0.019163,1,0,,0,
4.200000,0.005481,0,100,,0,
4.300000,0.001657,0,200,,0,
4.400000,0.001664,0,300,,0,
4.500000,0.002129,0,400,,1,い
4.600000,0.006136,0,500,,1,い
4.700000,0.013074,1,0,,1,ない
4.800000,0.018596,1,0,,1,ない
4.900000,0.024100,1,0,,1,ない
5.000000,0.007504,0,100,,1,ク
5.100000,0.001816,0,200,,1,ク
5.200000,0.001018,0,300,,1,ク
5.300000,0.001541,0,400,,1,ク
5.400000,0.006826,0,500,,1,リ
5.500000,0.012530,1,0,,1,ーパ
5.600000,0.017858,1,0,,1,ーパ
5.700000,0.008500,0,100,,1,や
5.800000,0.007481,0,200,,1,や
5.900000,0.001562,0,300,,1,った
6.000000,0.007303,0,400,,1,や
6.100000,0.026649,1,0,,1,った
6.200000,0.013042,1,0,,1,った
6.300000,0.033034,1,0,,1,った
6.400000,0.039369,1,0,,1,や
6.500000,0.031923,1,0,,1,や
6.600000,0.037746,1,0,,1,る
6.700000,0.015556,1,0,,1,る
6.800000,0.011229,1,0,,1,木
6.900000,0.009249,0,100,,1,木
7.000000,0.023796,1,0,,1,ある
7.100000,0.012801,1,0,,1,ある
7.200000,0.013131,1,0,,1,よ
7.300000,0.006450,0,100,,1,俺
7.400000,0.000885,0,200,,1,俺
7.500000,0.000637,0,300,,1,俺
7.600000,0.007528,0,400,,1,俺
7.700000,0.016513,1,0,,1,俺
7.800000,0.020786,1,0,,1,そ
7.900000,0.012229,1,0,,1,そ
8.000000,0.015736,1,0,,1,そ
8.100000,0.018716,1,0,,1,こ
8.200000,0.016007,1,0,,1,こ
8.300000,0.003084,0,100,,1,こ
8.400000,0.000453,0,200,,1,こ
8.500000,0.000226,0,300,,1,こ
8.600000,0.000306,0,400,,1,こ
8.700000,0.008570,0,500,,1,あの
8.800000,0.010463,1,0,,1,あの
8.900000,0.010582,1,0,,1,もう
9.000000,0.011444,1,0,,1,もう
9.100000,0.002514,0,100,,1,もう
9.200000,0.001353,0,200,,1,もう
9.300000,0.016415,1,0,,1,もう
9.400000,0.009155,0,100,,1,一個
9.500000,0.016442,1,0,,1,の
9.600000,0.006322,0,100,,1,で
9.700000,0.012106,1,0,,1,っ
9.800000,0.008871,0,100,,1,か
9.900000,0.022751,1,0,,1,い
10.000000,0.007979,0,100,,1,い
10.100000,0.001363,0,200,,1,チ
10.200000,0.006559,0,300,,1,チ
10.300000,0.022744,1,0,,0,
10.400000,0.036618,1,0,,0,
10.500000,0.034660,1,0,,0,
10.600000,0.026207,1,0,,0,
10.700000,0.020409,1,0,,0,
10.800000,0.016962,1,0,,0,
10.900000,0.003371,0,100,,0,
11.000000,0.002865,0,200,,0,
11.100000,0.001953,0,300,,0,
11.200000,0.001887,0,400,,0,
11.300000,0.001566,0,500,,1,中
11.400000,0.001180,0,600,,1,中
11.500000,0.010516,1,0,,1,中
11.600000,0.012983,1,0,,1,身
11.700000,0.019943,1,0,,1,身
11.800000,0.024342,1,0,,1,の
11.900000,0.032905,1,0,,1,綺
12.000000,0.032183,1,0,,1,綺
12.100000,0.019217,1,0,,1,な
12.200000,0.012984,1,0,,1,チ
12.300000,0.019214,1,0,,1,ェ
12.400000,0.022446,1,0,,1,スト
12.500000,0.024516,1,0,,1,の
12.600000,0.020537,1,0,,1,方
12.700000,0.015748,1,0,,1,に
12.800000,0.011219,1,0,,1,入
12.900000,0.006936,0,100,,1,って
13.000000,0.008116,0,200,,1,ない
13.100000,0.003552,0,300,,1,ない
13.200000,0.011526,1,0,,1,ない
13.300000,0.014025,1,0,,1,ない
13.400000,0.011790,1,0,,0,
13.500000,0.009190,0,100,,1,危
13.600000,0.024641,1,0,,1,危
13.700000,0.013852,1,0,,1,ない
13.800000,0.009645,0,100,,1,ない
13.900000,0.011391,1,0,,1,ない
14.000000,0.010354,1,0,,1,ない
14.100000,0.013948,1,0,,1,ない
14.200000,0.020857,1,0,,1,ない
14.300000,0.009316,0,100,,1,ちょっと
14.400000,0.008409,0,200,,1,ちょっと
14.500000,0.011873,1,0,,1,ちょっと
14.600000,0.015867,1,0,,1,ちょっと
14.700000,0.012978,1,0,,1,ちょっと
14.800000,0.023417,1,0,,1,ちょっと
