time,audio_energy_rms,audio_is_speaking,silence_duration_ms,speaker_id,text_is_active,text_word
0.000000,0.021791,1,0,,1,ba
0.100000,0.051841,1,0,,1,ba
0.200000,0.022216,1,0,,1,ba
0.300000,0.012964,1,0,,1,ba
0.400000,0.008091,0,100,,1,Ac
0.500000,0.004248,0,200,,1,Ac
0.600000,0.006127,0,300,,1,Ac
0.700000,0.003276,0,400,,1,Ac
0.800000,0.001659,0,500,,1,Ac
0.900000,0.001987,0,600,,1,Ac
1.000000,0.005397,0,700,,1,Ac
1.100000,0.003853,0,800,,1,Ac
1.200000,0.000787,0,900,,1,Ac
1.300000,0.000567,0,1000,,1,Ac
1.400000,0.000507,0,1100,,1,Ac
1.500000,0.006516,0,1200,,1,Ac
1.600000,0.000915,0,1300,,1,Ac
1.700000,0.001342,0,1400,,1,Ac
1.800000,0.001268,0,1500,,1,Ac
1.900000,0.000705,0,1600,,1,Ac
2.000000,0.000731,0,1700,,1,Ac
2.100000,0.001260,0,1800,,1,Ac
2.200000,0.001514,0,1900,,1,Ac
2.300000,0.001669,0,2000,,1,Ac
2.400000,0.001093,0,2100,,1,Ac
2.500000,0.001127,0,2200,,1,Ac
2.600000,0.000876,0,2300,,1,Ac
2.700000,0.000689,0,2400,,1,Ac
2.800000,0.002709,0,2500,,1,Ac
2.900000,0.005472,0,2600,,1,Ac
3.000000,0.003636,0,2700,,1,Ac
3.100000,0.004652,0,2800,,1,Ac
3.200000,0.002561,0,2900,,1,Ac
3.300000,0.018948,1,0,,1,Ac
3.400000,0.005493,0,100,,1,A
3.500000,0.001591,0,200,,1,A
3.600000,0.002300,0,300,,1,A
3.700000,0.004663,0,400,,1,A
3.800000,0.002260,0,500,,1,A
3.900000,0.006410,0,600,,1,A
4.000000,0.028174,1,0,,1,バ
4.100000,0.014642,1,0,,1,バ
4.200000,0.009425,0,100,,1,バ
4.300000,0.027059,1,0,,1,バ
4.400000,0.028583,1,0,,1,バ
4.500000,0.012795,1,0,,1,バ
4.600000,0.004861,0,100,,1,バ
4.700000,0.009683,0,200,,1,バ
4.800000,0.014446,1,0,,1,バ
4.900000,0.014719,1,0,,1,バ
5.000000,0.016328,1,0,,1,バ
5.100000,0.027921,1,0,,1,バ
5.200000,0.043311,1,0,,1,any
5.300000,0.024977,1,0,,1,any
5.400000,0.029491,1,0,,1,any
5.500000,0.036888,1,0,,1,any
5.600000,0.028261,1,0,,1,any
5.700000,0.045096,1,0,,1,any
5.800000,0.053989,1,0,,1,any
5.900000,0.042031,1,0,,1,any
6.000000,0.020583,1,0,,1,any
6.100000,0.001478,0,100,,1,any
6.200000,0.000810,0,200,,1,any
6.300000,0.000754,0,300,,1,any
6.400000,0.000629,0,400,,1,any
6.500000,0.000703,0,500,,1,any
6.600000,0.000438,0,600,,1,any
6.700000,0.000556,0,700,,1,any
6.800000,0.000620,0,800,,1,any
6.900000,0.000614,0,900,,1,any
7.000000,0.001363,0,1000,,1,any
7.100000,0.000770,0,1100,,1,any
7.200000,0.000745,0,1200,,1,any
7.300000,0.004550,0,1300,,1,any
7.400000,0.006926,0,1400,,1,any
7.500000,0.011277,1,0,,1,any
7.600000,0.006688,0,100,,1,any
7.700000,0.004157,0,200,,1,any
7.800000,0.012858,1,0,,1,any
7.900000,0.010025,1,0,,1,any
8.000000,0.001779,0,100,,1,any
8.100000,0.014669,1,0,,1,any
8.200000,0.029479,1,0,,1,any
8.300000,0.028177,1,0,,1,any
8.400000,0.063158,1,0,,1,any
8.500000,0.066258,1,0,,1,any
8.600000,0.111978,1,0,,1,any
8.700000,0.062030,1,0,,1,any
