time,audio_energy_rms,audio_is_speaking,silence_duration_ms,speaker_id,text_is_active,text_word
0.000000,0.002161,0,100,,0,
0.100000,0.001267,0,200,,0,
0.200000,0.000761,0,300,,0,
0.300000,0.000454,0,400,,0,
0.400000,0.000377,0,500,,0,
0.500000,0.000406,0,600,,0,
0.600000,0.000667,0,700,,0,
0.700000,0.000449,0,800,,0,
0.800000,0.000497,0,900,,0,
0.900000,0.000896,0,1000,,0,
1.000000,0.000455,0,1100,,0,
1.100000,0.000597,0,1200,,0,
1.200000,0.000441,0,1300,,0,
1.300000,0.000501,0,1400,,0,
1.400000,0.000582,0,1500,,0,
1.500000,0.000515,0,1600,,0,
1.600000,0.000403,0,1700,,0,
1.700000,0.000605,0,1800,,0,
1.800000,0.000464,0,1900,,0,
1.900000,0.000435,0,2000,,0,
2.000000,0.000417,0,2100,,0,
2.100000,0.000384,0,2200,,0,
2.200000,0.000416,0,2300,,0,
2.300000,0.000446,0,2400,,0,
2.400000,0.000404,0,2500,,0,
2.500000,0.000406,0,2600,,0,
2.600000,0.000443,0,2700,,0,
2.700000,0.000440,0,2800,,0,
2.800000,0.000493,0,2900,,0,
2.900000,0.000450,0,3000,,0,
3.000000,0.000402,0,3100,,0,
3.100000,0.000453,0,3200,,0,
3.200000,0.000436,0,3300,,0,
3.300000,0.000455,0,3400,,0,
3.400000,0.000487,0,3500,,0,
3.500000,0.000602,0,3600,,1,完全
3.600000,0.004488,0,3700,,1,完全
3.700000,0.006660,0,3800,,1,完全
3.800000,0.006128,0,3900,,1,に
3.900000,0.006912,0,4000,,1,に
4.000000,0.004232,0,4100,,1,フ
4.100000,0.003746,0,4200,,1,フ
4.200000,0.003656,0,4300,,1,ス
4.300000,0.002911,0,4400,,1,ス
4.400000,0.004756,0,4500,,1,ロ
4.500000,0.001702,0,4600,,1,ット
4.600000,0.003286,0,4700,,1,ット
4.700000,0.005207,0,4800,,1,ル
4.800000,0.006198,0,4900,,1,の
4.900000,0.001594,0,5000,,1,の
5.000000,0.000501,0,5100,,1,の
5.100000,0.000445,0,5200,,1,の
5.200000,0.000408,0,5300,,1,の
5.300000,0.000416,0,5400,,1,の
5.400000,0.000477,0,5500,,1,の
